URL	銘柄コード	開示日	タイトル	要約	株主にとって	作成日
/disc/91660/140120240311551192.pdf	9166	2024-03-11	定款の一部変更に関するお知らせ	GENDAは4月26日開催の株主総会で、場所を定めず開催できる定款変更を決議。災害リスク低減やデジタル化推進が目的	中立	2026-08-15
/disc/91660/140120240311551244.pdf	9166	2024-03-11	事業計画及び成長可能性に関する事項	GENDAは2024年3月11日、事業計画及び成長可能性に関する事項を開示。エンタメ業界でのM&Aによる成長戦略と経営陣紹介を公表した。	中立	2026-08-15
/disc/91660/140120240310551034.pdf	9166	2024-03-11	2024年１月期 決算短信〔日本基準〕（連結）	GENDAは2024年1月期で売上高556億9700万円、純利益41億7800万円と増収増益。2025年1月期の業績予想も上方修正された。	好材料	2026-08-15
/disc/91660/140120240325558675.pdf	9166	2024-03-25	定款の一部変更に関するお知らせ(変更内容の追加)	GENDAは事業目的の追加と場所の定めのない株主総会の導入を目的とした定款変更を決議。2024年4月26日付効力発生予定。	中立	2026-08-15
/disc/91660/140120240325558768.pdf	9166	2024-03-25	よくある質問と回答（2024年３月）	M&Aによる利益率低下やEBITDA重視の理由、IFRS非導入の意図など、2024年3月期の投資家向けQ&Aを開示。	中立	2026-08-15
/disc/91660/140120240401564354.pdf	9166	2024-04-01	GENDAグループ店舗展開進捗レポート発行に関するお知らせ【2024年４月】	GENDAは3月末時点で店舗757店、ミニロケ拠点924箇所と過去最高を更新。FLIPS新宿グランドオープンやGiGOかみしんプラザ開業により拡大を継続	好材料	2026-08-15
/disc/91660/140120240422573964.pdf	9166	2024-04-23	株式分割及び株式分割に伴う定款の一部変更に関するお知らせ	投資単位当たりの金額を引き下げ、流動性の向上と投資家層の拡大を図るため、株式分割と定款の一部変更を決議。持株数が増えるのは分割によるもので、買い増しではない。		2026-08-14
/disc/91660/140120240422573968.pdf	9166	2024-04-23	（開示事項の経過）当社連結子会社によるプレビ株式会社の全株式の取得（完全子会社化）に関するお知らせ	2023年12月19日に開示した、連結子会社GENDA GiGO Entertainmentによるプレビの株式取得について、全株式を取得して完全子会社化したという経過報告。		2026-08-14
/disc/91660/140120240422573976.pdf	9166	2024-04-23	（開示事項の経過）資金借入及び特殊当座借越契約の締結に関するお知らせ	GENDAはM&A資金確保のためみずほ銀行等13行と140億円のシンジケートローンを締結し、既存借入の借換および子会社への転貸に充当する。	中立	2026-08-15
/disc/91660/140120240422573972.pdf	9166	2024-04-23	議決権行使会社ISSの反対推奨に対する当社見解に関するお知らせ	ISSがバーチャル株主総会導入と代表取締役選任に反対推奨。会社は有事対応や対話促進を理由に正当性を主張し、株主に慎重な判断を求める。	中立	2026-08-15
/disc/91660/140120240422573966.pdf	9166	2024-04-23	当社連結子会社による株式会社アメックスの株式の取得（連結孫会社化）に関するお知らせ	連結子会社がアメックス発行済株式100%(28,500株)を取得し連結孫会社化。影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120240422573969.pdf	9166	2024-04-23	当社グループの組織再編（子会社の異動・会社分割・合併）に関するお知らせ	アミューズメント事業の収益力強化のため、子会社間で事業集約と組織再編を実施する。	中立	2026-08-15
/disc/91660/140120240422574209.pdf	9166	2024-04-23	よくある質問と回答（2024年４月）	GENDAは4月のFAQを開示し、市場変更について現時点で決定事項がないと回答した。	中立	2026-08-15
/disc/91660/140120240423574660.pdf	9166	2024-04-23	M&A進捗状況及び第1四半期見通しについて	株式会社アメックスの100%株式取得を発表。東海地方でアミューズメント施設「ゲームファンタジアン」3店舗を運営する同社を取得し、GiGOとのシナジー強化を図る。	中立	2026-08-15
/disc/91660/140120240501580610.pdf	9166	2024-05-01	GENDAグループ 店舗展開進捗レポート発行に関するお知らせ【2024年５月】	GENDAは4月度店舗数755店、ミニロケ998拠点を公開。九州でアミューズメント施設M&Aを進捗中と発表	中立	2026-08-15
/disc/91660/140120240523505101.pdf	9166	2024-05-23	当社連結子会社による株式会社VAR LIVE JAPANのVRゲーム事業の譲受に関するお知らせ	連結子会社がVAR LIVE JAPANのVRゲーム事業を譲受。資産1,100万円、負債300万円で、影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120240523505108.pdf	9166	2024-05-23	よくある質問と回答（2024年５月）	GENDAは5月定例FAQを開示。配当・自社株買いは現時点で検討なし、株主優待も未定。株式分割は流動性向上と最低投資金額維持のため実施する方針を説明した。	中立	2026-08-15
/disc/91660/140120240603518255.pdf	9166	2024-06-03	GENDAグループ 店舗展開進捗レポート発行に関するお知らせ【2024年６月】	GENDAは5月末時点で店舗数759、ミニロケ拠点1,239と拡大。九州の「スマイルステーション」9店舗を傘下に収めた。	中立	2026-08-15
/disc/91660/140120240610525802.pdf	9166	2024-06-10	本日の一部報道について	日本経済新聞によるNational Entertainment Network, LLC取得報道について検討中と認めるが、現時点で決定事項はなく、明日の取締役会で付議予定	中立	2026-08-15
/disc/91660/140120240610525847.pdf	9166	2024-06-11	当社連結子会社によるNational Entertainment Network, LLCの持分の取得（連結子会社化）に関するお知らせ	米国子会社Kiddletonを通じて、米国でミニロケ（スタッフの常駐しないゲームコーナー）を運営するNational Entertainment Networkの親会社Claw Holdingsの持分100%を取得し連結子会社化する決議。海外への拡張。		2026-08-14
/disc/91660/140120240610525866.pdf	9166	2024-06-11	株主優待制度の新設に関するお知らせ	GENDAはGiGOやカラオケBanBan利用クーポンを年最大2万円進呈する株主優待制度を新設し、2025年1月から開始予定	中立	2026-08-15
/disc/91660/140120240610525217.pdf	9166	2024-06-11	2025年１月期 第１四半期決算短信〔日本基準〕（連結）	売上高105.7%増、営業利益23.2%増だが、純利益は22.8%減。業績予想修正なし。	中立	2026-08-15
/disc/91660/140120240627539643.pdf	9166	2024-06-27	株式会社音通（証券コード：7647）に対する公開買付けの開始に関するお知らせ	東証スタンダード上場の音通（7647）に対する公開買付けの開始を決議。上場企業を丸ごと取りにいく規模のM&Aで、GENDAが買う側に立つ案件。		2026-08-14
/disc/91660/140120240627539291.pdf	9166	2024-06-27	直近公表のM&Aに関して	音通TOBとシトラムM&Aを実施。音通は借入100%でCash EPS増大、シトラムは株式交付でPER差を活用し双方の株主に利益をもたらす。	好材料	2026-08-15
/disc/91660/140120240627539286.pdf	9166	2024-06-27	株式交付による株式会社シトラムの株式追加取得に関するお知らせ	GENDAは酒類輸入卸のシトラムを株式交付で追加取得し連結子会社化。F&B領域のサプライチェーン最適化とエンタメ体験拡大が期待される	中立	2026-08-15
/disc/91660/140120240627539295.pdf	9166	2024-06-27	よくある質問と回答（2024年６月）	GENDAはNEN社取得に円借入れ、シトラム社を株式交付で完全子会社化し、Debt Capacity温存とCash EPS向上を図る方針を示した	中立	2026-08-15
/disc/91660/140120240701542057.pdf	9166	2024-07-01	GENDAグループ 店舗展開進捗レポート発行に関するお知らせ【2024年７月】	GENDAは6月度の店舗数を765店、ミニロケ拠点数を1340拠点と発表した。台湾や英国での新店オープンなど海外展開も加速している。	好材料	2026-08-15
/disc/91660/140120240716549823.pdf	9166	2024-07-16	海外募集による新株式発行及び株式の海外売出しに関するお知らせ	海外募集による新株式発行と海外売出しを決議。勧誘は日本国外の非居住者に対してのみ行われる。M&Aを続ける資金の調達を株式で行うもので、国内株主から見れば希薄化にあたる。		2026-08-14
/disc/91660/140120240717550670.pdf	9166	2024-07-17	海外募集による新株式発行及び株式の海外売出しに係る発行価格及び売出価格等の決定に関するお知らせ	GENDAは海外で105億円の増資と20億円の売出しを実施し、調達資金をM&A待機資金とする。	中立	2026-08-15
/disc/91660/140120240801560130.pdf	9166	2024-08-01	GENDAグループ 店舗展開進捗レポート発行に関するお知らせ【2024年８月】	GENDAは7月度に店舗数を前月比11増の776店、ミニロケ拠点数を同58増の1398拠点と開示。新業態や海外展開で順調な拡大を示した。	中立	2026-08-15
/disc/91660/140120240805562666.pdf	9166	2024-08-05	よくある質問と回答（2024年８月）	GENDAはM&A待機資金として100億円の公募増資を実施。希薄化率約7%で完了し、資金は新規M&Aに充当予定。	中立	2026-08-15
/disc/91660/140120240814571744.pdf	9166	2024-08-14	資金の借入に関するお知らせ	GENDAは音通の公開買付け資金調達のため三井住友銀行から67.05億円を借入したと開示	中立	2026-08-15
/disc/91660/140120240814571695.pdf	9166	2024-08-14	株式会社音通（証券コード：7647）に対する公開買付けの結果に関するお知らせ及び子会社の異動（特定子会社の異動）に関するお知らせ	GENDAは音通株式97,721,159株を1株33円で取得し、議決権比率48.09%となった。音通は連結子会社化され上場廃止予定。	中立	2026-08-15
/disc/91660/140120240830578650.pdf	9166	2024-08-30	会社分割（吸収分割）による株式会社マタハリーエンターテイメントの一部事業の承継及び新店出店に関するお知らせ	GENDAはマタハリーエンターテイメントから茨城の店舗1店（資産40百万円）を承継し10月にオープン予定。影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120240902579786.pdf	9166	2024-09-02	GENDAグループ 店舗展開進捗レポート発行に関するお知らせ【2024年９月】	2024年8月末の店舗数は779店（前月比3店増）、ミニロケ拠点数は1449箇所。GiGO大阪道頓堀本店など新店舗をオープンし、展開を継続。	中立	2026-08-15
/disc/91660/140120240908582293.pdf	9166	2024-09-09	通期業績予想の修正（上方修正）に関するお知らせ	GENDAは2025年1月期通期売上高を前回の1000億円から1100億円へ10%上方修正した。既存事業の好調と完了済みM&Aが寄与し、段階利益予想は据え置き。	好材料	2026-08-15
/disc/91660/140120240909582496.pdf	9166	2024-09-09	2025年１月期 第２四半期（中間期）決算短信〔日本基準〕（連結）	売上高は前年同期比102.0%増の495億3,100万円、営業利益は15.0%増の31億8,400万円。通期業績予想を上方修正し、売上高は1兆円超えを見込む。	好材料	2026-08-15
/disc/91660/140120240924587897.pdf	9166	2024-09-24	よくある質問と回答（2024年９月）	上期実績が期初計画を大幅に上回り、M&A寄与を加えた実力値として来期償却前営業利益を185億円と上方修正	好材料	2026-08-15
/disc/91660/140120240930590989.pdf	9166	2024-09-30	固定資産等の取得及び新店出店に関するお知らせ	GENDAはカラオケ店1店舗を取得しリブランディングする。取得価額は非公開で軽微基準内。影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120241001591963.pdf	9166	2024-10-01	GENDA店舗展開進捗レポート発行に関するお知らせ【2024年10月】	9月末店舗数783店、ミニロケ拠点1432箇所。国内ミニロケ82箇所解約で減少したが、業績影響は軽微。	中立	2026-08-15
/disc/91660/140120241023501424.pdf	9166	2024-10-23	（開示事項の経過）当社連結子会社によるNational Entertainment Network, LLCの持分の取得（完全子会社化）の時期に関するお知らせ	連結子会社Claw Holdingsの全持分取得により、米国ミニロケ事業National Entertainment Networkが11月1日付で完全子会社化される	中立	2026-08-15
/disc/91660/140120241029504687.pdf	9166	2024-10-29	富士急行株式会社との協業開始に関するお知らせ	富士急行と協業開始。来春GiGO出店と新VRアトラクション導入を予定。	中立	2026-08-15
/disc/91660/140120241031507935.pdf	9166	2024-10-31	よくある質問と回答（2024年10月）	CGS社がロールアップM&AのIncremental ROIやEV/EBITDAディスカウントを分析し、割安感を定量的に提示した。	中立	2026-08-15
/disc/91660/140120241101509191.pdf	9166	2024-11-01	GENDA店舗展開進捗レポート発行に関するお知らせ【2024年11月】	GENDAは10月末の店舗数を814店、ミニロケ拠点を1,476箇所と開示。新店舗4店のオープンや米・台湾進出を進捗として報告し、影響は軽微としている。	中立	2026-08-15
/disc/91660/140120241112519292.pdf	9166	2024-11-12	株式会社U-NEXT HOLDINGSとの業務提携契約締結に関するお知らせ	GENDAはU-NEXT HOLDINGSと業務提携契約を締結し、顧客基盤やノウハウの共有で事業発展を目指す。影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120241122527908.pdf	9166	2024-11-22	会社分割（吸収分割）による株式会社ドラマの一部事業の承継に関するお知らせ	GENDAはドラマのアミューズメント施設7店舗を承継する吸収分割を実施。資産6億1300万円を取得し、シナジーによる利益伸長を期待。	中立	2026-08-15
/disc/91660/140120241129532116.pdf	9166	2024-11-29	よくある質問と回答（2024年11月）	M&A戦略とシナジー効果に関するFAQを開示。エンタメ業界全体のM&Aによりキャッシュフロー最大化を目指す方針と、クロスセルによる業績向上事例を説明	中立	2026-08-15
/disc/91660/140120241202532727.pdf	9166	2024-12-02	（開示事項の経過）株式会社音通の全株式の取得（完全子会社化）に関するお知らせ	GENDAは音通の全株式を取得し完全子会社化。議決権保有比率は100%となり、影響は前期上方修正済みに反映済み	中立	2026-08-15
/disc/91660/140120241202532711.pdf	9166	2024-12-02	（開示事項の経過）株式会社シン・コーポレーションの全株式の取得（完全子会社化）に関するお知らせ	GENDAはシン・コーポレーションの残株式を取得し完全子会社化すると開示。影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120241202532740.pdf	9166	2024-12-02	当社連結子会社による株式会社鉄人エンタープライズの一部店舗の固定資産等の取得及び新店出店に関するお知らせ	連結子会社がカラオケ施設2店舗を取得し、2025年1月に新店としてオープンさせる。取得価額は非公表だが、影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120241202532753.pdf	9166	2024-12-02	GENDA店舗展開進捗レポート発行に関するお知らせ【2024年12月】	GENDAは11月末の店舗数を859店、ミニロケ拠点を1万超えと開示。米国事業の急拡大や新店好調を報告し、今後はセグメント別売上高の開示を開始する方針。	中立	2026-08-15
/disc/91660/140120241210536264.pdf	9166	2024-12-10	国際会計基準（IFRS）の任意適用に関する方針について	GENDAは2027年1月期にIFRSを適用する方針を決議。M&Aスピード維持と管理体制強化により移行可能と判断	中立	2026-08-15
/disc/91660/140120241210536189.pdf	9166	2024-12-10	2025年１月期 第３四半期決算短信〔日本基準〕（連結）	2025年1月期第3四半期の売上高は776億27百万円で前年同期比100.0%増、営業利益は54億20百万円で同30.1%増。M&Aによる連結範囲拡大が寄与し、主要指標で大幅な増収増益を達成した。	好材料	2026-08-15
/disc/91660/140120241224543618.pdf	9166	2024-12-24	株式会社アクトプロ（日本国内における外貨両替機事業）の株式取得および簡易株式交換による完全子会社化に関するお知らせ	GENDAはアクトプロの株式を取得し簡易株式交換で完全子会社化。146,446株を15億7,400万円で取得し、残りを3.94倍の交換比率で取得する	中立	2026-08-15
/disc/91660/140120241224543774.pdf	9166	2024-12-24	本日公表のM&A2件について	GENDAはGiGOにハローズ53店舗と外貨両替機事業を取得し、来期EBITDAを1,400億円から1,560億円へ上方修正した。	好材料	2026-08-15
/disc/91660/140120241224543616.pdf	9166	2024-12-24	当社連結子会社による株式会社ハローズの株式の取得（連結子会社化）に関するお知らせ	連結子会社がハローズ発行済株式100%（4,000株）を取得し子会社化。店舗網拡大とシナジーによる利益伸長が期待されるが、財務的影響は軽微。	中立	2026-08-15
/disc/91660/140120241225544494.pdf	9166	2024-12-25	よくある質問と回答（2024年12月）	GENDAは決算短信の開示を拡充し、既存事業の実力値を示す調整後数値などを公開した。	中立	2026-08-15
/disc/91660/140120250123554303.pdf	9166	2025-01-23	GENDA 売上進捗レポート発行に関するお知らせ【2025年1月】	2024年12月度売上は単月126億3800万円で前年同月比+106.7%、累計も+102.6%と大幅増収。九州初出店や海外展開など店舗網を拡大	好材料	2026-08-15
/disc/91660/140120250127555500.pdf	9166	2025-01-27	当社連結子会社によるディー・エイト株式会社の株式の取得（連結孫会社化）に関するお知らせ	連結子会社ギャガがディー・エイト株式100%を取得し連結孫会社化。外注業務の内製化による効率性向上が見込まれるが、財務影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120250128556233.pdf	9166	2025-01-28	会社分割（吸収分割）による株式会社アトムの一部事業の承継に関するお知らせ	GENDAはアトムのカラオケ事業(売上高15億3,500万円、営業利益18億700万円)を20億円で承継。シナジー効果による効率化と成長が期待される。	好材料	2026-08-15
/disc/91660/140120250129557632.pdf	9166	2025-01-30	よくある質問と回答（2025年１月）	カラオケ時遊館のM&Aにより店舗数約390に拡大し、金利上昇影響は軽微と説明。公募増資が日経ヴェリタス賞3位を受賞	中立	2026-08-15
/disc/91660/140120250210568157.pdf	9166	2025-02-10	新規格付取得に関するお知らせ	GENDAはJCRからBBB+（安定的）の新規格付を取得。安定したキャッシュフローが評価され、資金調達手段の多様化と信用力向上を目指す。	中立	2026-08-15
/disc/91660/140120250219578898.pdf	9166	2025-02-19	GENDA 売上進捗レポート発行に関するお知らせ【2025年２月】	2025年1月度売上は単月83.4%増、累計100.5%増。カラオケ新店舗3店舗と東京タワーにVR施設をオープンし事業展開を加速	好材料	2026-08-15
/disc/91660/140120250228585101.pdf	9166	2025-02-28	よくある質問と回答（2025年２月）	JCR格付BBB+取得で社債発行可能となりM&A資金調達を多様化。CGSレポートは現状株価が割安と分析し、成長性を強調	中立	2026-08-15
/disc/91660/140120250311592058.pdf	9166	2025-03-12	（単体決算）子会社株式評価損の計上に関するお知らせ	ギャガ株式会社の業績悪化に伴い、単体で特別損失305百万円の子会社株式評価損を計上した。	中立	2026-08-15
/disc/91660/140120250311592059.pdf	9166	2025-03-12	株式分割及び株式分割に伴う定款の一部変更に関するお知らせ	GENDAは1株を2株に分割し、投資環境整備と流動性向上を図る。実質的な株主優待拡充も伴う。	中立	2026-08-15
/disc/91660/140120250311592060.pdf	9166	2025-03-12	株主優待制度の詳細決定に関するお知らせ	株式会社GENDAはGiGOやカラオケBanBanで利用可能なクーポンを新設し、100株保有で年間4,000円分を進呈すると決定した。	好材料	2026-08-15
/disc/91660/140120250311592063.pdf	9166	2025-03-12	定款の一部変更に関するお知らせ	GENDAは定時株主総会で定款変更を議案。事業目的に酒類・両替業を追加し、取締役員数上限を9から12名へ拡大する。	中立	2026-08-15
/disc/91660/140120250311592062.pdf	9166	2025-03-12	代表取締役の異動及び新経営体制に関するお知らせ	代表取締役社長を片岡会長が兼任し、申氏が取締役に退く。M&A強化のため経営体制を刷新する。	中立	2026-08-15
/disc/91660/140120250311592061.pdf	9166	2025-03-12	GENDA従業員持株会の奨励金付与率引き上げに関するお知らせ	GENDAは従業員持株会の奨励金付与率を5%から30%へ引き上げた。人的資本投資の一環で、従業員の株式保有とエンゲージメント強化が目的。	中立	2026-08-15
/disc/91660/140120250312592355.pdf	9166	2025-03-12	2025年１月期 決算短信〔日本基準〕（連結）	GENDAは2025年1月期連結売上高1,117億8,600万円で前年同期比100.7%増、営業利益91億2,200万円で同66.7%増と大幅な増収増益を達成した。	好材料	2026-08-15
/disc/91660/140120250318596087.pdf	9166	2025-03-18	GENDA売上進捗レポート発行に関するお知らせ【2025年３月】	2025年2月度売上は94億4600万円で前年同月比26.6%増。エンタメ・プラットフォーム事業が32.0%増とけん引し、M&Aによる連結開始で成長率拡大を見込む。	好材料	2026-08-15
/disc/91660/140120250324598623.pdf	9166	2025-03-24	当社連結子会社による株式会社ゲームグース（アミューズメント施設1店舗）の株式の取得（連結子会社化）に関するお知らせ	連結子会社がアミューズメント施設1店舗を運営するゲームグースの株式100%を取得し子会社化。影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120250324598624.pdf	9166	2025-03-24	事業計画及び成長可能性に関する事項	GENDAは2040年世界一エンタメ企業を目指す事業計画を公表。25年1月期売上高1,117億円、26年1月期予想売上高1,570億円と成長を加速させる方針を示した。	好材料	2026-08-15
/disc/91660/140120250326500818.pdf	9166	2025-03-26	よくある質問と回答（2025年３月）	経営陣による貸株実施否认、代表取締役社長交代、社外取締役選任、社債発行計画などを回答する月次FAQを開示	中立	2026-08-15
/disc/91660/140120250409511702.pdf	9166	2025-04-09	本日公表のM&Aについて	GENDAは北米最大手のPLAYER ONEを企業価値1億7,000万ドルで買収し、連結子会社化すると開示した。	中立	2026-08-15
/disc/91660/140120250409511683.pdf	9166	2025-04-09	当社連結子会社によるPlayer One Amusement Group Inc.を傘下に有するPixel Intermediate Holding Corporationの株式の取得（連結子会社化）に関するお知らせ	連結子会社が北米アミューズメント企業のPLAYER ONE株式100%を取得し連結子会社化。北米売上高は約440億円に拡大し、中長期的な利益向上を見込む。	中立	2026-08-15
/disc/91660/140120250417517394.pdf	9166	2025-04-17	GENDA 売上進捗レポート発行に関するお知らせ【2025年４月】	2025年3月度売上高123.0億円（前年比+35.8%）、累計217.5億円（+31.6%）。プラットフォーム事業がM&Aで増収、コンテンツ事業減収。ハローズ48店舗等のM&A・出店を実施。月次進捗として開示。	中立	2026-08-15
/disc/91660/140120250421519026.pdf	9166	2025-04-21	会社分割（吸収分割）によるアミューズメント施設運営事業 （アミューズメント施設１店舗）の承継に関するお知らせ	子会社GENDA GiGO Entertainmentが吸収分割で千葉県柏市のアミューズメント施設1店舗を承継。ロールアップ戦略の一環でシナジー期待も、連結業績への影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120250424522723.pdf	9166	2025-04-24	新株予約権（有償ストック・オプション）発行の検討開始に関するお知らせ	グループ役職員向けの有償ストックオプションの発行について検討を開始した。業績条件と在籍条件の両方を満たした場合にのみ行使できる設計を想定しており、長期の在籍を促す狙いと説明している。		2026-08-14
/disc/91660/140120250424522620.pdf	9166	2025-04-24	当社連結子会社による株式会社鉄人化ホールディングスの一部店舗の 固定資産等の取得及び新店出店に関するお知らせ	GENDA子会社が鉄人化HDからカラオケ店1店舗を取得し「カラオケBanBan」として再オープン。取得額非開示で業績影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120250424522554.pdf	9166	2025-04-24	当社連結子会社による株式会社ユーイングの株式の取得（連結子会社化） に関するお知らせ	連結子会社GENDA GiGOがユーイング株100%（1,000株）を平和堂から取得し子会社化。取得価額非開示。店舗運営効率化やプライズ調達力強化でシナジー期待。26年1月期業績への影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120250428526113.pdf	9166	2025-04-28	当社連結子会社によるエスアイアミューズメント株式会社の株式の取得（連結子会社化）に関するお知らせ	アミューズメント施設事業を営むエスアイアミューズメント（滋賀県東近江市）の発行済株式100%を取得し、子会社化すると決議。本業と同じ領域の積み増しにあたる。		2026-08-14
/disc/91660/140120250428526121.pdf	9166	2025-04-28	カルチュア・エクスペリエンス株式会社との業務提携に向けた基本合意締結に関するお知らせ	GENDAとカルチュア・エクスペリエンスが業務提携基本合意を締結。GiGOのIP開発力とTSUTAYA全国網を活かし商品共同開発・書店内エンタメ共創・新業態開発を目指す。26年1月期業績影響は軽微見込み。	中立	2026-08-15
/disc/91660/140120250430528168.pdf	9166	2025-04-30	よくある質問と回答（2025年４月）	月次FAQでストックオプションとPLAYER ONE買収を説明。前者は資金調達制約と株価上昇必須の新株予約権でM&A規律維持、後者は北米成長率+201%・借入8割・ROE60%超・為替益約27億円で割高感払拭。買収額1.7億ドル、7月クロージング予定。	中立	2026-08-15
/disc/91660/140120250513545531.pdf	9166	2025-05-13	海外募集による新株式発行及び株式の海外売出しに関するお知らせ	海外募集による新株式発行と、海外での株式売出しを決議。勧誘は日本国外の非居住者に対してのみ行われるため、金融商品取引法に基づく届出や目論見書は作成されない。国内株主から見れば希薄化にあたる。		2026-08-14
/disc/91660/140120250515555767.pdf	9166	2025-05-15	海外募集による新株式発行及び株式の海外売出しに係る発行価格及び売出価格等の決定に関するお知らせ	5月13日に決議した海外募集と海外売出しの発行価格・売出価格が決定した。抜粋できた本文が米国証券法に関する注意書きにあたり、価格そのものはこの画面からは読み取れない。		2026-08-14
/disc/91660/140120250521559851.pdf	9166	2025-05-21	GENDA 売上進捗レポート発行に関するお知らせ【2025年５月】	2025年4月度売上高は125.8億円（前年比54.0%増）、累計343.3億円（同39.0%増）。主要セグメントで増収、新規出店5件を報告。数値は速報値。	判断できない	2026-08-15
/disc/91660/140120250530574282.pdf	9166	2025-05-30	よくある質問と回答（2025年５月）	185億円の公募増資完了（希薄化10.9%）。前回100億円増資でEPS19%増の実績。今回もM&A投資でEPS41%増試算。PERは米中関税等で上場来安値20倍台。	中立	2026-08-15
/disc/91660/140120250611587046.pdf	9166	2025-06-11	（開示事項の経過）簡易株式交換による株式会社レモネード・レモニカの完全子会社化に関するお知らせ	レモネード・レモニカの残る34%を株式交換（1：1,030、新株35万株発行）で完全子会社化。連結経営の効率化が狙いで、業績影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120250611587050.pdf	9166	2025-06-11	（訂正）「よくある質問と回答（2025年５月）」の一部訂正について	5月30日公表のFAQで『のれん償却前当期純利益』を『調整後のれん償却前当期純利益』に訂正。誤解を招く記載があったため修正したもので、財務的影響はない。	判断できない	2026-08-15
/disc/91660/140120250611587049.pdf	9166	2025-06-11	資金借入に関するお知らせ	PLAYER ONE買収資金等200億円をみずほ銀行等3行から1年無担保で借入、26年1月期業績への影響は軽微	中立	2026-08-15
/disc/91660/140120250611587043.pdf	9166	2025-06-11	当社連結子会社によるVENUplus, Inc.のミニロケ事業の譲受に関するお知らせ	連結子会社NENが米国VENUplusのミニロケ事業約1,100拠点を譲受。NENで機種入替後売上+110%の実績あり、同手法で成長狙う。譲受額非公表、現金決済、7月1日実行予定。26年1月期業績への影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120250611587041.pdf	9166	2025-06-11	当社連結子会社によるBarberio Music Companyの株式の取得（連結子会社化）に関するお知らせ	連結子会社Kiddletonが米Barberio Music（12施設・89ミニロケ）を非公開価格で子会社化。26年1月期への影響は軽微と見込む。NEN同様のPMIで成長期待。	中立	2026-08-15
/disc/91660/140120250611587048.pdf	9166	2025-06-11	募集新株予約権（有償ストック・オプション）の発行に関するお知らせ	取締役・従業員らに有償ストック・オプション52,200個（522万株、2.86％）を発行。行使価額899円、2030年5月〜2040年1月行使可能、2030年1月期償却前営業利益750億円超が条件。希薄化影響は合理的と説明。	中立	2026-08-15
/disc/91660/140120250611586998.pdf	9166	2025-06-11	2026年１月期 第１四半期決算短信〔日本基準〕（連結）	第1四半期は売上高343億円（前年比38.8%増）だが営業利益13.9億円（同32.4%減）、のれん償却とM&A費用が響く。通期予想は売上1570億円、営業益105億円で据え置き。7件のM&A実行、ツーリズム参入。	中立	2026-08-15
/disc/91660/140120250618592570.pdf	9166	2025-06-18	GENDA 売上進捗レポート発行に関するお知らせ【2025年６月】	5月単月売上121.57億円（前年比+47.6%）、累計464.26億円（同+41.0%）と大幅増。国内16店舗・英国2拠点の新規出店も公表。	判断できない	2026-08-15
/disc/91660/140120250624597357.pdf	9166	2025-06-24	無担保社債発行に関するお知らせ	GENDA発行の第1回無担保社債33億円（利率2.498%、3年満期）を短期借入金返済に充当し、資金調達多様化で財務安定性を高めM&A拡大を支える。	中立	2026-08-15
/disc/91660/140120250626500825.pdf	9166	2025-06-26	募集新株予約権（有償ストック・オプション）の発行内容確定に関するお知らせ	取締役・従業員等計83名に有償ストック・オプション50,460個（504.6万株、発行済株式の2.76%）を発行。2030年1月期に連結償却前営業利益750億円超（前期比約5倍）と在籍要件を満たした場合のみ行使可能で、希薄化は同期決算確定まで発生しない。	中立	2026-08-15
/disc/91660/140120250630504738.pdf	9166	2025-06-30	よくある質問と回答（2025年６月）	北米NENでWalmart閉店影響をSWAP効果（既存店+110%）と新規7店舗で相殺、月次売上YoYプラス。調整後EBITDA前年比+29%、予算比+11%で着地。27年1月期EBITDA257億円目標。	好材料	2026-08-15
/disc/91660/140120250710511666.pdf	9166	2025-07-11	当社連結子会社による有限会社グローバルスタッフの一部店舗の固定資産の取得等及び新店出店に関するお知らせ	連結子会社が沖縄のカラオケ店1店舗の固定資産を取得し「カラオケBanBan小禄店」として開業。取得額非開示だが軽微基準内で、26年1月期業績への影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120250716515364.pdf	9166	2025-07-16	GENDA売上進捗レポート発行に関するお知らせ【2025年７月】	GENDAが2025年6月度売上進捗（速報）を開示。単月120.85億円（前年比+51.8%）、累計585.12億円（+43.1%）。新店「GiGOビバモール埼玉大井」と北米Add on施策の好調を報告。	判断できない	2026-08-15
