日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2016-11-10	四半期	当期第2四半期累計	連結	実績		売上高の増減率	ChangeInNetSales	-0.077	Pure	7.7	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		営業利益	OperatingIncome	3717000000	JPY	3,717	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		営業利益の増減率	ChangeInOperatingIncome	-0.137	Pure	13.7	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		経常利益	OrdinaryIncome	4140000000	JPY	4,140	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		経常利益の増減率	ChangeInOrdinaryIncome	-0.167	Pure	16.7	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		親会社株主に帰属する当期純利益	ProfitAttributableToOwnersOfParent	2926000000	JPY	2,926	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		親会社株主に帰属する当期純利益の増減率	ChangeInProfitAttributableToOwnersOfParent	0.008	Pure	0.8	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期第2四半期累計	連結	実績		売上高	NetSales	204082000000	JPY	204,082	PriorAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期第2四半期累計	連結	実績		売上高の増減率	ChangeInNetSales	-0.175	Pure	17.5	PriorAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期第2四半期累計	連結	実績		営業利益	OperatingIncome	4306000000	JPY	4,306	PriorAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期第2四半期累計	連結	実績		営業利益の増減率	ChangeInOperatingIncome	0.576	Pure	57.6	PriorAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期第2四半期累計	連結	実績		経常利益	OrdinaryIncome	4972000000	JPY	4,972	PriorAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期第2四半期累計	連結	実績		経常利益の増減率	ChangeInOrdinaryIncome	0.448	Pure	44.8	PriorAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期第2四半期累計	連結	実績		親会社株主に帰属する当期純利益	ProfitAttributableToOwnersOfParent	2902000000	JPY	2,902	PriorAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期第2四半期累計	連結	実績		親会社株主に帰属する当期純利益の増減率	ChangeInProfitAttributableToOwnersOfParent	0.394	Pure	39.4	PriorAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		包括利益	ComprehensiveIncome	1998000000	JPY	1,998	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		包括利益の増減率	ChangeInComprehensiveIncome	-0.041	Pure	4.1	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期第2四半期累計	連結	実績		包括利益	ComprehensiveIncome	2085000000	JPY	2,085	PriorAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期第2四半期累計	連結	実績		包括利益の増減率	ChangeInComprehensiveIncome	-0.172	Pure	17.2	PriorAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		1株当たり当期純利益	NetIncomePerShare	87.09	JPYPerShares	87.09	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期第2四半期累計	連結	実績		1株当たり当期純利益	NetIncomePerShare	86.37	JPYPerShares	86.37	PriorAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		総資産	TotalAssets	210935000000	JPY	210,935	CurrentAccumulatedQ2Instant_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		純資産	NetAssets	88859000000	JPY	88,859	CurrentAccumulatedQ2Instant_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		自己資本比率	CapitalAdequacyRatio	0.397	Pure	39.7	CurrentAccumulatedQ2Instant_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		1株当たり純資産	NetAssetsPerShare	2491.38	JPYPerShares	2,491.38	CurrentAccumulatedQ2Instant_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期	連結	実績		総資産	TotalAssets	208922000000	JPY	208,922	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期	連結	実績		純資産	NetAssets	87245000000	JPY	87,245	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期	連結	実績		自己資本比率	CapitalAdequacyRatio	0.393	Pure	39.3	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期	連結	実績		1株当たり純資産	NetAssetsPerShare	2445.85	JPYPerShares	2,445.85	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		自己資本	OwnersEquity	83713000000	JPY	83,713	CurrentAccumulatedQ2Instant_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期	連結	実績		自己資本	OwnersEquity	82183000000	JPY	82,183	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期	単体	実績	第2四半期末	1株当たり配当金	DividendPerShare	7.50	JPYPerShares	7.50	PriorYearDuration_SecondQuarterMember_NonConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期	単体	実績	期末	1株当たり配当金	DividendPerShare	10.00	JPYPerShares	10.00	PriorYearDuration_YearEndMember_NonConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期	単体	実績	合計	1株当たり配当金	DividendPerShare	17.50	JPYPerShares	17.50	PriorYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	単体	実績	第2四半期末	1株当たり配当金	DividendPerShare	10.00	JPYPerShares	10.00	CurrentYearDuration_SecondQuarterMember_NonConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	単体	予想	期末	1株当たり配当金	DividendPerShare	10.00	JPYPerShares	10.00	CurrentYearDuration_YearEndMember_NonConsolidatedMember_ForecastMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	単体	予想	合計	1株当たり配当金	DividendPerShare	20.00	JPYPerShares	20.00	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ForecastMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	単体	実績	合計	当四半期における配当予想の修正	CorrectionOfDividendForecastInThisQuarter			無	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	連結	予想		業績予想の見出し	TitleForForecasts			3. 平成29年 3月期の連結業績予想（平成28年 4月 1日～平成29年 3月31日）	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	連結	予想		売上高	NetSales	393000000000	JPY	393,000	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	連結	予想		売上高の増減率	ChangeInNetSales	-0.066	Pure	6.6	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	連結	予想		営業利益	OperatingIncome	9500000000	JPY	9,500	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	連結	予想		営業利益の増減率	ChangeInOperatingIncome	-0.171	Pure	17.1	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	連結	予想		経常利益	OrdinaryIncome	10300000000	JPY	10,300	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	連結	予想		経常利益の増減率	ChangeInOrdinaryIncome	-0.173	Pure	17.3	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	連結	予想		親会社株主に帰属する当期純利益	ProfitAttributableToOwnersOfParent	6900000000	JPY	6,900	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	連結	予想		親会社株主に帰属する当期純利益の増減率	ChangeInProfitAttributableToOwnersOfParent	-0.257	Pure	25.7	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	連結	予想		1株当たり当期純利益	NetIncomePerShare	205.35	JPYPerShares	205.35	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期	連結	予想		当四半期における業績予想の修正	CorrectionOfConsolidatedFinancialForecastInThisQuarter			無	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績			MaterialChangesInSubsidiariesDuringThisPeriodChangesInScopeOfConsolidationsResultingFromChangeIsSubsidiaries			無	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績			ApplyingOfSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatements			無	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		会計基準等の改正に伴う変更	ChangesBasedOnRevisionsOfAccountingStandard			有	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		それ以外の会計方針の変更	ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard			無	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		会計上の見積りの変更	ChangesInAccountingEstimates			無	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績		修正再表示	RetrospectiveRestatement			無	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	連結	実績			NoteToChangesInAccountingPoliciesAccountingEstimatesAndRetrospectiveRestatementQuarterlyConsolidated			（注）詳細は、添付資料５ページ「２．サマリー情報（注記事項）に関する事項（３）会計方針の変更・会計上の見積りの変更・修正再表示」をご覧ください。	CurrentAccumulatedQ2Duration_ConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	単体	実績		期末発行済株式数(自己株式を含む)	NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock	37591969	Shares	37,591,969	CurrentAccumulatedQ2Instant_NonConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期	単体	実績		期末発行済株式数(自己株式を含む)	NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock	37591969	Shares	37,591,969	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	単体	実績		期末自己株式数	NumberOfTreasuryStockAtTheEndOfFiscalYear	3990749	Shares	3,990,749	CurrentAccumulatedQ2Instant_NonConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期	単体	実績		期末自己株式数	NumberOfTreasuryStockAtTheEndOfFiscalYear	3990677	Shares	3,990,677	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計	単体	実績		期中平均株式数	AverageNumberOfShares	33601291	Shares	33,601,291	CurrentAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	前期第2四半期累計	単体	実績		期中平均株式数	AverageNumberOfShares	33601395	Shares	33,601,395	PriorAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期第2四半期累計					ExpressionOfImplementationStatusOfQuarterlyReviewProcedures			この四半期決算短信は、金融商品取引法に基づく四半期レビュー手続の対象外であり、この四半期決算短信の開示時点において、金融商品取引法に基づく四半期連結財務諸表に対するレビュー手続は終了しております。	CurrentAccumulatedQ2Duration	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
2016-11-10	四半期	当期				将来情報の利用に関する注意	NotesForUsingForecastedInformationAndOthers			本資料に記載されている業績見通し等の将来に関する記述は、当社が現在入手している情報及び合理的であると判断する一定の前提に基づいており、その達成を当社として約束する趣旨のものではありません。また、実際の業績等は様々な要因により大きく異なる可能性があります。業績予想の前提となる条件及び業績予想のご利用にあたっての注意事項等については、添付資料４ページ「１．当四半期決算に関する定性的情報（３）連結業績予想などの将来予測情報に関する説明」をご覧ください。	CurrentYearDuration	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm
